regName,type,arraySize,VGAbase,VGAvalue,XGAbase,XGAvalue,L520base,L520value
JFILdnnWeights_026,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_027,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_028,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_029,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_030,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_031,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_032,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_033,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_034,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_035,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_036,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_037,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_038,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_039,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_040,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_041,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_042,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_043,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_044,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_045,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_046,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_047,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_048,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_049,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_050,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_051,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_052,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_053,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_054,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_055,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_056,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_057,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_058,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_059,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_060,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_061,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_062,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_063,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_064,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_065,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_066,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_067,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_068,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_069,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_070,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_071,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_072,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_073,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_074,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_075,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_076,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_077,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_078,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_079,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_080,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_081,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_082,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_083,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_084,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_085,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_086,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_087,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_088,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_089,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_090,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_091,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_092,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_093,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_094,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_095,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_096,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_097,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_098,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_099,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_100,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_101,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_102,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_103,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_104,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_105,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_106,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_107,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_108,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_109,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_110,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_111,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_112,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_113,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_114,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_115,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_116,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_117,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_118,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_119,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_120,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_121,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_122,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_123,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_124,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_125,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_126,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_127,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_128,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_129,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_130,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_131,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_132,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_133,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_134,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_135,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_136,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_137,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_138,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_139,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_140,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_141,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_142,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_143,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_144,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_145,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_146,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_147,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_148,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_149,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_150,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_151,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_152,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_153,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_154,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_155,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_156,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_157,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_158,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_159,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_160,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_161,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_162,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_163,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_164,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_165,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_166,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_167,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_168,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_169,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_170,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_171,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_172,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_173,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_174,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_175,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_176,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_177,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_178,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_179,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_180,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_181,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_182,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_183,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_184,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_185,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_186,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_187,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_188,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_189,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_190,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_191,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_192,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_193,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_194,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_195,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_196,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_197,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_198,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_199,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_200,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_201,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_202,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_203,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_204,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_205,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_206,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_207,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_208,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_209,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_210,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_211,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_212,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_213,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_214,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_215,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_216,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_217,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_218,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_219,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_220,uint32,1,h,0003F000,h,0003F000,h,0003F000
JFILdnnWeights_221,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_222,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_223,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_224,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_225,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_226,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_227,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_228,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_229,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_230,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_231,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_232,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_233,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_234,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_235,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_236,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_237,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_238,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_239,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_240,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_241,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_242,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_243,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_244,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_245,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_246,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_247,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_248,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_249,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_250,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_251,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_252,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_253,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_254,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_255,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_256,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_257,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_258,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_259,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_260,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_261,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_262,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_263,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_264,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_265,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_266,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_267,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_268,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_269,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_270,uint32,1,h,0003F000,h,0003F000,h,0003F000
JFILdnnWeights_271,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_272,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_273,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_274,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_275,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_276,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_277,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_278,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_279,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_280,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_281,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_282,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_283,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_284,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_285,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_286,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_287,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_288,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_289,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_290,uint32,1,h,0003F000,h,0003F000,h,0003F000
JFILdnnWeights_291,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_292,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_293,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_294,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_295,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_296,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_297,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_298,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_299,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_300,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_301,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_302,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_303,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_304,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_305,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_306,uint32,1,h,00000000,h,00000000,h,00000000
